2018-03-10 13:11:49	408
2018-03-10 13:52:52	410
2018-03-10 13:53:37	0
2018-03-10 13:53:53	0
2018-03-10 13:54:13	0
2018-03-10 13:54:17	413
2018-03-10 13:54:33	0
2018-03-10 14:19:09	0
2018-03-10 14:19:29	0
2018-03-10 14:19:49	0
2018-03-10 14:20:09	0
2018-03-10 14:20:29	0
2018-03-10 14:20:49	0
2018-03-10 14:21:09	0
2018-03-10 14:21:29	0
2018-03-10 14:21:49	0
2018-03-10 14:22:09	0
2018-03-10 14:22:29	0
2018-03-10 14:22:49	0
2018-03-10 14:23:09	0
2018-03-10 14:23:29	0
2018-03-10 14:23:49	0
2018-03-10 14:24:09	0
2018-03-10 14:24:29	0
2018-03-10 14:24:49	0
2018-03-10 14:25:09	0
2018-03-10 14:25:29	0
2018-03-10 14:25:49	0
2018-03-10 14:26:09	0
2018-03-10 14:26:12	3437
2018-03-10 14:26:29	0
2018-03-10 14:26:29	3438
2018-03-10 14:26:49	0
2018-03-10 14:27:09	0
2018-03-10 14:27:12	3440
2018-03-10 14:27:29	0
2018-03-10 14:27:29	3441
2018-03-10 14:27:49	3442
2018-03-10 14:27:49	0
2018-03-10 14:28:12	3443
2018-03-10 14:28:29	3444
2018-03-10 14:28:49	3445
2018-03-10 14:29:29	0
2018-03-10 14:29:49	0
2018-03-10 14:32:48	0
2018-03-10 14:32:48	0
2018-03-10 14:32:53	0
2018-03-10 14:33:09	0
2018-03-10 14:33:32	4
2018-03-10 14:33:49	9
2018-03-10 14:34:09	10
2018-03-10 14:34:29	12
2018-03-10 14:34:49	13
2018-03-10 14:35:09	13
2018-03-10 14:35:29	13
2018-03-10 14:35:49	13
2018-03-10 14:36:09	13
2018-03-10 14:36:29	13
2018-03-10 14:37:13	13
2018-03-10 14:37:29	13
2018-03-10 14:37:49	14
2018-03-10 14:38:09	14
2018-03-10 14:38:32	14
2018-03-10 14:38:49	14
2018-03-10 14:39:33	14
2018-03-10 14:39:49	14
2018-03-10 14:40:32	14
2018-03-10 14:40:49	14
2018-03-10 14:41:09	14
2018-03-10 14:41:52	0
2018-03-10 14:42:09	0
2018-03-10 14:42:12	15
2018-03-10 14:42:29	2
2018-03-10 14:42:29	15
2018-03-10 14:42:49	2
2018-03-10 14:42:49	15
2018-03-10 14:43:09	2
2018-03-10 14:43:09	15
