21680	1
21680	2
21680	3
21680	4
21680	5
21680	6
21680	7
21680	8
21680	9
21680	10
21680	11
21680	12
21680	13
30503	1
30503	1
30503	2
30503	3
21523	1
30503	4
21523	2
30503	5
21523	3
30503	6
21523	4
30503	7
21523	5
30503	8
21523	6
30503	9
21523	7
30503	10
21523	8
30503	11
21523	9
30503	12
21523	10
30503	13
21523	11
30503	14
21523	12
30503	15
30503	16
21523	13
21523	14
30503	17
21523	15
30503	18
21523	16
30503	19
21523	17
30503	20
21523	18
30503	21
21523	19
30503	22
21523	20
