2018-04-29 14:46:37	0
2018-04-29 14:46:53	0
2018-04-29 14:47:13	0
2018-04-29 14:47:34	0
2018-04-29 14:47:53	0
2018-04-29 14:48:13	0
2018-04-29 14:48:33	0
2018-04-29 14:48:54	0
2018-04-29 14:49:13	0
2018-04-29 14:49:33	0
2018-04-29 14:49:53	0
2018-04-29 14:50:14	0
2018-04-29 14:54:40	0
2018-04-29 14:54:40	0
2018-04-29 14:54:40	0
2018-04-29 14:54:40	0
2018-04-29 14:54:54	0
2018-04-29 14:55:14	1
2018-04-29 14:55:34	1
2018-04-29 14:55:53	1
2018-04-29 14:56:13	1
2018-04-29 14:56:33	2
2018-04-29 14:56:54	2
2018-04-29 14:57:14	2
2018-04-29 14:57:34	2
2018-04-29 14:57:54	3
2018-04-29 14:58:13	3
2018-04-29 14:58:34	3
2018-04-29 14:58:53	3
2018-04-29 14:59:14	4
2018-04-29 14:59:33	4
2018-04-29 14:59:54	5
2018-04-29 15:00:13	5
2018-04-29 15:00:33	6
2018-04-29 15:00:54	6
2018-04-29 15:01:13	7
2018-04-29 15:01:33	7
2018-04-29 15:01:53	7
2018-04-29 15:02:13	8
2018-04-29 15:02:33	8
2018-04-29 15:02:54	8
2018-04-29 15:03:14	8
2018-04-29 15:03:34	9
2018-04-29 15:03:53	9
2018-04-29 15:04:26	9
2018-04-29 15:04:33	10
2018-04-29 15:04:53	10
2018-04-29 15:05:21	0
2018-04-29 15:05:34	0
2018-04-29 15:05:53	0
2018-04-29 15:06:13	0
2018-04-29 15:06:34	1
2018-04-29 15:06:53	1
2018-04-29 15:07:13	1
2018-04-29 15:07:33	2
2018-04-29 15:07:54	2
2018-04-29 15:08:13	3
2018-04-29 15:08:33	3
2018-04-29 15:08:53	4
2018-04-29 15:09:13	4
2018-04-29 15:09:33	5
2018-04-29 15:09:53	5
2018-04-29 15:10:14	6
2018-04-29 15:10:33	6
2018-04-29 15:10:54	7
2018-04-29 15:11:13	7
2018-04-29 15:11:33	8
2018-04-29 15:11:53	8
2018-04-29 15:12:14	9
2018-04-29 15:12:33	9
2018-04-29 15:12:53	9
2018-04-29 15:13:14	1
2018-04-29 15:13:33	1
2018-04-29 15:13:53	1
2018-04-29 15:14:13	1
2018-04-29 15:14:33	1
2018-04-29 15:14:53	1
2018-04-29 15:15:13	1
2018-04-29 15:15:33	1
2018-04-29 15:15:54	0
2018-04-29 15:16:14	0
2018-04-29 15:16:33	0
2018-04-29 15:16:53	0
2018-04-29 15:17:13	0
2018-04-29 15:17:34	1
2018-04-29 15:17:53	2
2018-04-29 15:18:13	2
2018-04-29 15:18:34	3
2018-04-29 15:18:54	3
2018-04-29 15:19:13	4
2018-04-29 15:19:33	4
2018-04-29 15:19:53	5
2018-04-29 15:20:13	6
2018-04-29 15:20:33	6
2018-04-29 15:20:53	7
2018-04-29 15:21:13	7
2018-04-29 15:21:33	8
2018-04-29 15:21:53	8
2018-04-29 15:22:14	9
2018-04-29 15:22:34	9
2018-04-29 15:22:53	9
2018-04-29 15:23:13	1
2018-04-29 15:23:34	1
2018-04-29 15:23:54	1
2018-04-29 15:24:23	11
2018-04-29 15:24:33	1
2018-04-29 15:25:13	1
2018-04-29 15:25:33	11
2018-04-29 15:25:53	0
