2018-04-29 15:49:56	0
2018-04-29 15:50:12	10
2018-04-29 15:50:32	10
2018-04-29 15:50:52	11
2018-04-29 15:51:14	0
2018-04-29 15:51:32	6
2018-04-29 15:51:52	9
2018-04-29 15:52:12	10
2018-04-29 15:52:32	10
2018-04-29 15:52:52	10
2018-04-29 15:53:12	82
2018-04-29 15:53:32	158
2018-04-29 15:53:52	197
2018-04-29 15:54:12	197
2018-04-29 15:54:32	0
2018-04-29 15:54:52	0
2018-04-29 15:55:12	0
2018-04-29 15:55:32	0
2018-04-29 15:55:52	5
2018-04-29 15:56:12	5
2018-04-29 15:56:13	6
2018-04-29 15:56:13	6
2018-04-29 15:56:13	7
2018-04-29 15:56:13	7
2018-04-29 15:56:14	8
2018-04-29 15:56:14	8
2018-04-29 15:56:14	9
2018-04-29 15:56:14	9
2018-04-29 15:56:15	10
2018-04-29 15:56:15	10
2018-04-29 15:56:15	11
2018-04-29 15:56:15	11
2018-04-29 15:56:16	12
2018-04-29 15:56:16	12
2018-04-29 15:56:16	13
2018-04-29 15:56:16	13
2018-04-29 15:56:32	13
2018-04-29 15:56:52	13
2018-04-29 15:57:12	13
2018-04-29 15:57:32	13
2018-04-29 15:57:52	13
2018-04-29 15:58:12	13
2018-04-29 15:58:32	13
2018-04-29 15:58:52	13
2018-04-29 15:59:53	0
2018-04-29 16:00:12	0
2018-04-29 16:00:32	0
2018-04-29 16:00:52	0
2018-04-29 16:01:12	0
2018-04-29 16:01:32	3
2018-04-29 16:01:52	3
2018-04-29 16:02:12	7
2018-04-29 16:02:32	7
2018-04-29 16:02:52	7
2018-04-29 16:03:12	7
2018-04-29 16:03:32	7
2018-04-29 16:03:52	7
2018-04-29 16:04:12	7
2018-04-29 16:04:32	7
