
2018-02-17 15:06:30	0
2018-02-17 15:06:35	1
2018-02-17 15:06:40	2
2018-02-17 15:06:45	3
2018-02-17 15:06:50	4
2018-02-17 15:06:55	5
2018-02-17 15:07:00	6
2018-02-17 15:07:05	7
2018-02-17 15:07:10	8
2018-02-17 15:07:15	9
2018-02-17 15:07:20	10
2018-02-17 15:07:25	11
2018-02-17 15:07:30	12
2018-02-17 15:07:35	13
2018-02-17 15:07:40	14
2018-02-17 15:07:45	15
2018-02-17 15:07:50	16
2018-02-17 15:07:55	17
2018-02-17 15:08:00	18
2018-02-17 15:08:05	19
2018-02-17 15:08:10	20
2018-02-17 15:08:15	21
2018-02-17 15:08:20	22
2018-02-17 15:08:25	23
2018-02-17 15:08:30	24
2018-02-17 15:08:35	25
2018-02-17 15:08:40	26
2018-02-17 15:08:45	27
2018-02-17 15:08:50	28
2018-02-17 15:08:55	29
2018-02-17 15:09:00	30
2018-02-17 15:09:05	31
2018-02-17 15:09:10	32
2018-02-17 15:09:15	33
2018-02-17 15:09:20	34
2018-02-17 15:09:25	35
2018-02-17 15:09:30	36
2018-02-17 15:09:35	37
2018-02-17 15:09:40	38
2018-02-17 15:09:45	39
2018-02-17 15:09:50	40
2018-02-17 15:09:55	41
2018-02-17 15:10:00	42
2018-02-17 15:10:05	43
2018-02-17 15:10:10	44
2018-02-17 15:10:15	45
2018-02-17 15:10:20	46
2018-02-17 15:10:25	47
